,AppID,Name,Supported languages,Release date,Windows,Mac,Linux,Categories,Tags,Genres,metadata_win,metadata_linux,metadata_mac,full_metadata
23194,706390,LOGistICAL: Chile,English French Italian German Spanish - Spain Russian,"Sep 29, 2017",True,False,False,"Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards","Strategy,Indie,Casual,Education,Puzzle,Resource Management,Transportation","Casual,Indie,Strategy", Windows , , ,LOGistICAL: Chile English French Italian German Spanish - Spain Russian Single-player Steam Achievements Steam Cloud Stats Steam Leaderboards Strategy Indie Casual Education Puzzle Resource Management Transportation Casual Indie Strategy  Windows     
20443,713080,President Evil,English Russian,"Sep 29, 2017",True,False,False,"Single-player,Steam Achievements","Adventure,Indie,Horror","Adventure,Indie", Windows , , ,President Evil English Russian Single-player Steam Achievements Adventure Indie Horror Adventure Indie  Windows     
3614,696250,Lost Shipwreck,English French Spanish - Spain Italian Spanish - Latin America,"Sep 29, 2017",True,False,False,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud","Simulation,Adventure,Indie,Early Access,Survival,Open World,Open World Survival Craft","Adventure,Indie,Simulation,Early Access", Windows , , ,Lost Shipwreck English French Spanish - Spain Italian Spanish - Latin America Single-player Steam Achievements Steam Workshop Steam Cloud Simulation Adventure Indie Early Access Survival Open World Open World Survival Craft Adventure Indie Simulation Early Access  Windows     
3100,706280,Devil in the Pines,English,"Sep 29, 2017",True,False,False,"Single-player,Steam Achievements","Indie,Horror,Survival Horror,Difficult,Perma Death",Indie, Windows , , ,Devil in the Pines English Single-player Steam Achievements Indie Horror Survival Horror Difficult Perma Death Indie  Windows     
18280,665120,Jetman Go,English Simplified Chinese,"Sep 29, 2017",True,False,False,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Partial Controller Support,Steam Leaderboards","Action,Casual,Indie,FPS,Multiplayer,Co-op,Free to Play,Sci-fi,Adventure,Sports,Crafting,Survival,Jet,Arena Shooter,Funny,Difficult,Atmospheric,Walking Simulator,Simulation,Memes","Action,Casual,Indie,Simulation,Sports", Windows , , ,Jetman Go English Simplified Chinese Single-player Multi-player PvP Online PvP Co-op Online Co-op Steam Achievements Partial Controller Support Steam Leaderboards Action Casual Indie FPS Multiplayer Co-op Free to Play Sci-fi Adventure Sports Crafting Survival Jet Arena Shooter Funny Difficult Atmospheric Walking Simulator Simulation Memes Action Casual Indie Simulation Sports  Windows     
26517,686760,Carpe Diem: Reboot,English,"Sep 29, 2017",True,True,True,"Single-player,Steam Achievements,Steam Cloud","Indie,Casual,Visual Novel,Anime","Casual,Indie", Windows , Linux , Mac ,Carpe Diem: Reboot English Single-player Steam Achievements Steam Cloud Indie Casual Visual Novel Anime Casual Indie  Windows   Linux   Mac 
27905,705800,Astroe,English,"Sep 29, 2017",True,False,True,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer","Action,Indie","Action,Indie", Windows , Linux , ,Astroe English Multi-player PvP Online PvP Co-op Online Co-op Cross-Platform Multiplayer Action Indie Action Indie  Windows   Linux   
17413,595280,Throne of Lies®: Medieval Politics,English,"Sep 29, 2017",True,False,False,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Trading Cards,Captions available,In-App Purchases","Social Deduction,Multiplayer,Strategy,Mystery,Indie,Werewolves,RPG,Funny,Text-Based,Choices Matter,Party-Based RPG,Medieval,Board Game,Tabletop,Replay Value,Conspiracy,Survival,PvP,Political,Difficult","Free to Play,Indie,Massively Multiplayer,RPG,Strategy", Windows , , ,Throne of Lies®: Medieval Politics English Multi-player PvP Online PvP Co-op Online Co-op Steam Trading Cards Captions available In-App Purchases Social Deduction Multiplayer Strategy Mystery Indie Werewolves RPG Funny Text-Based Choices Matter Party-Based RPG Medieval Board Game Tabletop Replay Value Conspiracy Survival PvP Political Difficult Free to Play Indie Massively Multiplayer RPG Strategy  Windows     
32897,402750,Giant Machines 2017,English Polish French Italian German Spanish - Spain Russian Czech Hungarian,"Sep 29, 2016",True,True,True,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Simulation,Indie,Singleplayer,Building,Realistic,Open World,Action,Atmospheric,Strategy,Casual,Family Friendly,Multiplayer,Adventure,Relaxing,Great Soundtrack,Exploration,First-Person","Indie,Simulation", Windows , Linux , Mac ,Giant Machines 2017 English Polish French Italian German Spanish - Spain Russian Czech Hungarian Single-player Steam Achievements Full controller support Steam Trading Cards Steam Cloud Simulation Indie Singleplayer Building Realistic Open World Action Atmospheric Strategy Casual Family Friendly Multiplayer Adventure Relaxing Great Soundtrack Exploration First-Person Indie Simulation  Windows   Linux   Mac 
28379,509600,Battle Time,English French Italian German Spanish - Spain Simplified Chinese Korean Dutch Polish Portuguese - Brazil Russian Japanese,"Sep 29, 2016",True,True,True,"Single-player,Steam Achievements,Steam Trading Cards,Stats","Strategy,Action,Adventure,Indie,Tower Defense","Action,Adventure,Strategy", Windows , Linux , Mac ,Battle Time English French Italian German Spanish - Spain Simplified Chinese Korean Dutch Polish Portuguese - Brazil Russian Japanese Single-player Steam Achievements Steam Trading Cards Stats Strategy Action Adventure Indie Tower Defense Action Adventure Strategy  Windows   Linux   Mac 
11613,422610,1775: Rebellion,English,"Sep 29, 2016",True,True,True,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play Together","Strategy,Board Game,Historical",Strategy, Windows , Linux , Mac ,1775: Rebellion English Single-player Multi-player PvP Online PvP Shared/Split Screen PvP Co-op Shared/Split Screen Co-op Cross-Platform Multiplayer Steam Achievements Steam Trading Cards Steam Cloud Remote Play Together Strategy Board Game Historical Strategy  Windows   Linux   Mac 
30020,530160,Eve of Destruction - REDUX VIETNAM,English French Italian German Spanish - Spain Russian Simplified Chinese,"Sep 29, 2016",True,True,True,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Partial Controller Support","Action,Indie,Strategy,Adventure,Massively Multiplayer,Casual,Simulation,FPS,Shooter,First-Person","Action,Adventure,Casual,Indie,Massively Multiplayer,Simulation,Strategy", Windows , Linux , Mac ,Eve of Destruction - REDUX VIETNAM English French Italian German Spanish - Spain Russian Simplified Chinese Single-player Multi-player PvP Online PvP Co-op Online Co-op Cross-Platform Multiplayer Partial Controller Support Action Indie Strategy Adventure Massively Multiplayer Casual Simulation FPS Shooter First-Person Action Adventure Casual Indie Massively Multiplayer Simulation Strategy  Windows   Linux   Mac 
27749,513210,Rescue Bear Operation,English,"Sep 29, 2016",True,False,False,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats","Free to Play,Indie,Action,Adventure,Casual,Early Access,Family Friendly,Cute,Education,Singleplayer,Action-Adventure,Controller","Action,Adventure,Casual,Free to Play,Indie,Early Access", Windows , , ,Rescue Bear Operation English Single-player Steam Achievements Full controller support Steam Cloud Stats Free to Play Indie Action Adventure Casual Early Access Family Friendly Cute Education Singleplayer Action-Adventure Controller Action Adventure Casual Free to Play Indie Early Access  Windows     
17103,527160,Cmoar VR Cinema,English,"Sep 29, 2016",True,False,False,"Single-player,Full controller support","VR,Utilities,Simulation,Video Production",Simulation, Windows , , ,Cmoar VR Cinema English Single-player Full controller support VR Utilities Simulation Video Production Simulation  Windows     
25007,403290,Burly Men at Sea,English French German Spanish - Spain Japanese Portuguese - Brazil Russian Simplified Chinese Traditional Chinese Italian Korean Polish Turkish,"Sep 29, 2016",True,True,False,"Single-player,Steam Achievements,Steam Cloud","Adventure,Casual,Indie,Visual Novel,Minimalist,2D,Choices Matter,Mythology,Point & Click,Story Rich,Short,Choose Your Own Adventure,Sailing,Great Soundtrack,Family Friendly,Atmospheric,Singleplayer,Stylized,Nonlinear,Fantasy","Adventure,Casual,Indie", Windows , , Mac ,Burly Men at Sea English French German Spanish - Spain Japanese Portuguese - Brazil Russian Simplified Chinese Traditional Chinese Italian Korean Polish Turkish Single-player Steam Achievements Steam Cloud Adventure Casual Indie Visual Novel Minimalist 2D Choices Matter Mythology Point & Click Story Rich Short Choose Your Own Adventure Sailing Great Soundtrack Family Friendly Atmospheric Singleplayer Stylized Nonlinear Fantasy Adventure Casual Indie  Windows     Mac 
27392,485450,Ninja Stealth,English,"Sep 29, 2016",True,False,False,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Stealth,Strategy,Ninja,Indie,Casual,Action-Adventure,Difficult,Puzzle,2D,Top-Down,Singleplayer,Action,Collectathon,Martial Arts,Logic,Adventure,Arcade,Shooter,Memes,Free to Play","Casual,Indie,Strategy", Windows , , ,Ninja Stealth English Single-player Steam Achievements Steam Trading Cards Steam Cloud Stealth Strategy Ninja Indie Casual Action-Adventure Difficult Puzzle 2D Top-Down Singleplayer Action Collectathon Martial Arts Logic Adventure Arcade Shooter Memes Free to Play Casual Indie Strategy  Windows     
16630,466270,Half-Life: A Place in the West,English,"Sep 29, 2016",True,True,True,"Single-player,Steam Achievements,Commentary available","Indie,Comic Book,Violent,Story Rich,Dystopian,Sexual Content,Free to Play,Sci-fi,Atmospheric,Gore,Nudity,Aliens,Adventure,Action,Drama",Indie, Windows , Linux , Mac ,Half-Life: A Place in the West English Single-player Steam Achievements Commentary available Indie Comic Book Violent Story Rich Dystopian Sexual Content Free to Play Sci-fi Atmospheric Gore Nudity Aliens Adventure Action Drama Indie  Windows   Linux   Mac 
6566,518650,illumine,English French Korean Ukrainian,"Sep 29, 2016",True,False,True,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Indie,Action,Adventure,Action Roguelike,Rogue-lite,Great Soundtrack,Experimental,Abstract,Procedural Generation,Rogue-like","Action,Adventure,Indie", Windows , Linux , ,illumine English French Korean Ukrainian Single-player Steam Achievements Steam Trading Cards Partial Controller Support Steam Cloud Indie Action Adventure Action Roguelike Rogue-lite Great Soundtrack Experimental Abstract Procedural Generation Rogue-like Action Adventure Indie  Windows   Linux   
136,523680,Honey Rose: Underdog Fighter Extraordinaire,English,"Sep 29, 2016",True,False,False,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Adventure,Indie,Strategy,Visual Novel,Female Protagonist,Beat 'em up,Free to Play","Action,Adventure,Indie,Strategy", Windows , , ,Honey Rose: Underdog Fighter Extraordinaire English Single-player Steam Achievements Steam Trading Cards Partial Controller Support Action Adventure Indie Strategy Visual Novel Female Protagonist Beat  em up Free to Play Action Adventure Indie Strategy  Windows     
28280,400630,Wuppo: Definitive Edition,English Korean Simplified Chinese Portuguese - Brazil Polish,"Sep 29, 2016",True,True,False,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Remote Play Together","Metroidvania,Platformer,Exploration,2D,2D Platformer,Great Soundtrack,Action,Cute,Puzzle,Singleplayer,Funny,Story Rich,Co-op,Score Attack,Colorful,Family Friendly,Difficult,Local Co-Op,Puzzle-Platformer,Hand-drawn","Action,Adventure,Indie,RPG", Windows , , Mac ,Wuppo: Definitive Edition English Korean Simplified Chinese Portuguese - Brazil Polish Single-player Multi-player Co-op Shared/Split Screen Co-op Steam Achievements Full controller support Steam Trading Cards Steam Cloud Remote Play on TV Remote Play Together Metroidvania Platformer Exploration 2D 2D Platformer Great Soundtrack Action Cute Puzzle Singleplayer Funny Story Rich Co-op Score Attack Colorful Family Friendly Difficult Local Co-Op Puzzle-Platformer Hand-drawn Action Adventure Indie RPG  Windows     Mac 
21194,321270,UNLOVED,English,"Sep 29, 2016",True,False,False,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Gore,Horror,FPS,Co-op,Multiplayer,Dark,Survival Horror,First-Person,Singleplayer,Shooter,Atmospheric,Rogue-like,Survival,Procedural Generation",Action, Windows , , ,UNLOVED English Single-player Multi-player Co-op Online Co-op Steam Achievements Steam Trading Cards Partial Controller Support Steam Cloud Action Gore Horror FPS Co-op Multiplayer Dark Survival Horror First-Person Singleplayer Shooter Atmospheric Rogue-like Survival Procedural Generation Action  Windows     
5737,479990,Dungeons & Darkness,English Japanese,"Sep 29, 2016",True,False,False,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","RPG,Action,Indie,Dungeon Crawler,Magic,Hack and Slash,Fantasy,Character Customization,Singleplayer,First-Person,Dragons,Medieval,Action RPG,Dystopian,Dark Fantasy,Dark,Atmospheric,Real-Time,Classic,Realistic","Action,Indie,RPG", Windows , , ,Dungeons & Darkness English Japanese Single-player Steam Achievements Steam Trading Cards Partial Controller Support Steam Cloud RPG Action Indie Dungeon Crawler Magic Hack and Slash Fantasy Character Customization Singleplayer First-Person Dragons Medieval Action RPG Dystopian Dark Fantasy Dark Atmospheric Real-Time Classic Realistic Action Indie RPG  Windows     
12556,534010,Defense of Egypt: Cleopatra Mission,English French German Russian Spanish - Spain Simplified Chinese,"Sep 29, 2016",True,True,False,"Single-player,Steam Trading Cards","Casual,Strategy,Indie,Tower Defense,War,Singleplayer","Casual,Indie,Strategy", Windows , , Mac ,Defense of Egypt: Cleopatra Mission English French German Russian Spanish - Spain Simplified Chinese Single-player Steam Trading Cards Casual Strategy Indie Tower Defense War Singleplayer Casual Indie Strategy  Windows     Mac 
9229,488160,Galaxy Combat Wargames,English,"Sep 29, 2016",True,False,False,"Multi-player,PvP,Online PvP,In-App Purchases","Free to Play,Action,Indie","Action,Free to Play,Indie", Windows , , ,Galaxy Combat Wargames English Multi-player PvP Online PvP In-App Purchases Free to Play Action Indie Action Free to Play Indie  Windows     
